code,name,best_ma,h_floor
000683,博源化工,160,7.2
000685,中山公用,250,11.96
000686,东北证券,245,9.08
000688,国城矿业,225,27.05
000690,宝新能源,60,4.35
000692,惠天热电,250,3.85
000695,滨海能源,220,12.69
000700,模塑科技,210,9.42
000701,厦门信达,230,5.84
000703,恒逸石化,155,12.64
000702,正虹科技,250,6.93
000705,浙江震元,185,9.06
000708,中信特钢,250,15.82
000709,河钢股份,190,2.32
000707,双环科技,50,6.18
000715,中兴商业,210,6.24
000710,贝瑞基因,175,11.28
000713,国投丰乐,155,6.95
000712,锦龙股份,100,12.03
000717,中南股份,125,2.58
000716,黑芝麻,235,6.16
000719,中原传媒,230,12.5
000720,新能泰山,120,3.36
000718,苏宁环球,120,2.3
000721,西安饮食,65,8.73
000723,美锦能源,250,4.91
000722,湖南发展,170,11.94
000726,鲁  泰Ａ,120,7.12
000725,京东方Ａ,50,4.03
000729,燕京啤酒,250,12.03
000739,普洛药业,200,16.1
000731,四川美丰,45,7.14
000733,振华科技,30,46.69
000738,航发控制,115,18.84
000735,罗 牛 山,245,6.64
000727,冠捷科技,110,2.59
000728,国元证券,245,8.18
000737,北方铜业,250,14.72
000748,长城信息,200,20.78
000750,国海证券,135,4.22
000751,锌业股份,190,3.89
000753,漳州发展,110,7.23
000759,中百集团,225,7.15
000757,浩物股份,205,4.9
000756,新华制药,30,15.85
000755,山西高速,240,5.28
000762,西藏矿业,170,26.5
000761,本钢板材,30,3.33
000758,中色股份,245,6.46
000763,锦州石化,75,4.17
000766,通化金马,215,20.94
000768,中航西飞,85,24.66
000767,晋控电力,190,2.85
000776,广发证券,200,20.99
000778,新兴铸管,175,4.33
000777,中核科技,250,20.37
000779,甘咨询,175,8.73
000786,北新建材,50,24.8
000782,恒申新材,45,5.41
000785,居然智家,200,2.88
000783,长江证券,210,8.0
000789,万年青,75,5.35
000788,北大医药,30,6.11
000792,盐湖股份,95,24.95
000790,华神科技,30,3.97
000795,英洛华,225,9.92
000791,甘肃能源,250,6.66
000798,中水渔业,130,11.24
000797,中国武夷,50,3.02
000799,酒鬼酒,100,42.69
000796,凯撒旅业,220,5.4
000800,一汽解放,195,6.96
000801,四川九洲,240,15.72
000802,北京文化,30,4.58
000803,山高环能,230,6.68
000807,云铝股份,225,32.79
000810,创维数字,120,11.84
000809,和展能源,250,3.41
000811,冰轮环境,195,16.72
000813,德展健康,215,3.88
000812,陕西金叶,130,4.73
000815,美利云,165,11.96
000816,智慧农业,235,3.66
000817,辽河油田,165,8.68
000819,岳阳兴长,35,16.11
000818,航锦科技,35,21.28
000822,山东海化,35,5.5
000823,超声电子,210,13.89
000825,太钢不锈,170,4.31
000826,启迪环境,100,2.24
000828,东莞控股,250,10.89
000831,中国稀土,230,46.4
000830,鲁西化工,250,15.0
000829,天音控股,210,10.53
000833,粤桂股份,235,20.41
000838,财信发展,35,2.84
000839,国安股份,40,2.62
000837,秦川机床,180,12.44
000848,承德露露,55,8.48
000850,华茂股份,245,4.66
000852,石化机械,185,7.19
000856,冀东装备,235,11.06
000859,国风新材,230,6.34
000861,海印股份,245,1.46
000860,顺鑫农业,165,14.78
000858,五 粮 液,50,117.36
000862,银星能源,250,5.97
000863,三湘印象,45,5.16
000866,扬子石化,55,13.75
000869,张  裕Ａ,60,20.66
000868,安凯客车,250,4.95
000875,电投绿能,250,5.59
000878,云南铜业,80,18.32
000877,天山股份,60,5.3
000883,湖北能源,35,4.59
000882,华联股份,220,2.05
000885,城发环境,250,13.65
000881,中广核技,220,8.4
000876,新 希 望,30,8.65
000880,潍柴重机,245,26.21
000889,中嘉博创,250,3.72
000886,海南高速,250,6.57
000887,中鼎股份,235,20.78
000888,峨眉山Ａ,150,12.81
000890,法尔胜,185,5.23
000893,亚钾国际,200,41.46
000892,欢瑞世纪,175,6.34
000895,双汇发展,145,27.17
000897,津滨发展,70,2.27
000898,鞍钢股份,30,2.54
000899,赣能股份,150,10.67
000901,航天科技,210,22.19
000902,新洋丰,235,15.58
000906,浙商中拓,30,5.97
000900,现代投资,215,4.25
000905,厦门港务,205,10.8
000911,广农糖业,30,7.51
000910,大亚圣象,235,7.44
000912,泸天化,250,4.23
000913,钱江摩托,85,15.86
000915,华特达因,45,32.9
000916,华北高速,175,8.94
000917,电广传媒,240,8.45
000920,沃顿科技,210,12.01
000921,海信家电,60,22.48
000919,金陵药业,35,7.34
000923,河钢资源,230,18.52
000922,佳电股份,40,13.59
000925,众合科技,250,8.33
000926,福星股份,135,2.25
000927,中国铁物,205,2.64
000928,中钢国际,250,6.55
000931,中 关 村,180,5.15
000930,中粮科技,30,5.93
000932,华菱钢铁,225,5.54
000933,神火股份,50,31.39
000935,四川双马,175,27.79
000936,华西股份,90,7.55
000937,冀中能源,85,5.34
000938,紫光股份,105,25.31
000950,重药控股,65,5.33
000949,新乡化纤,200,5.39
000948,南天信息,210,17.77
000951,中国重汽,250,16.84
000953,河化股份,235,7.6
000952,广济药业,35,7.43
000957,中通客车,250,11.51
000955,欣龙控股,195,5.58
000959,首钢股份,180,4.45
000958,电投产融,240,6.71
000960,锡业股份,245,23.92
000956,中原油气,110,11.92
000962,东方钽业,190,27.36
000963,华东医药,180,36.04
000965,天保基建,195,3.93
000969,安泰科技,215,20.1
000966,长源电力,55,4.48
000968,蓝焰控股,195,6.84
000967,盈峰环境,210,6.71
000970,中科三环,240,13.78
000973,佛塑科技,180,12.92
000975,山金国际,185,29.85
000980,众泰汽车,135,3.71
000978,桂林旅游,30,6.71
000981,山子高科,220,4.08
000977,浪潮信息,240,61.94
000982,中银绒业,240,1.3
000983,山西焦煤,30,6.44
000985,大庆华科,205,19.05
000988,华工科技,250,79.6
000987,越秀资本,245,7.35
000989,九芝堂,190,8.83
000990,诚志股份,60,7.87
000993,闽东电力,75,12.09
000995,皇台酒业,230,12.6
000997,新 大 陆,240,25.56
000999,华润三九,55,28.25
001202,炬申股份,220,16.47
001207,联科科技,230,15.62
001201,东瑞股份,35,14.73
001203,大中矿业,235,27.87
001206,依依股份,230,20.94
001208,华菱线缆,250,11.66
001209,洪兴股份,250,20.59
001205,盛航股份,45,17.22
001210,金房能源,145,20.9
001211,双枪科技,235,26.13
001212,中旗新材,250,52.95
001215,千味央厨,40,37.96
001213,中铁特货,35,4.11
001216,华瓷股份,215,16.67
001219,青岛食品,230,14.93
001218,丽臣实业,135,22.85
001217,华尔泰,250,13.06
001222,源飞宠物,205,23.6
001223,欧克科技,165,54.2
001226,拓山重工,230,44.11
001225,和泰机电,200,55.38
001229,魅视科技,250,37.78
001227,兰州银行,80,2.27
001228,永泰运,185,26.26
001230,劲旅环境,225,23.37
001231,农心科技,200,23.76
001234,泰慕士,250,27.85
001236,弘业期货,105,9.9
001239,永达股份,105,16.77
001238,浙江正特,170,49.86
001255,博菲电气,250,36.48
001256,炜冈科技,195,21.48
001259,利仁科技,195,30.66
001260,坤泰股份,215,19.94
001258,立新能源,250,7.53
001267,汇绿生态,185,18.16
001268,联合精密,125,29.02
001266,宏英智能,245,33.67
001277,速达股份,100,40.19
001279,强邦新材,215,34.79
001269,欧晶科技,190,23.54
001278,一彬科技,225,19.06
001282,三联锻造,250,20.71
001283,豪鹏科技,215,71.55
001286,陕西能源,155,9.91
001287,中电港,245,22.66
001288,运机集团,130,29.49
001289,龙源电力,30,15.5
001298,好上好,210,21.03
001300,三柏硕,215,15.13
001299,美能能源,175,13.21
001296,长江材料,250,27.79
001301,尚太科技,170,85.58
001306,夏厦精密,195,66.6
001309,德明利,235,214.01
001308,康冠科技,215,21.85
001311,多利科技,205,31.68
001317,三羊马,250,47.17
001313,粤海饲料,55,7.68
001314,亿道信息,35,45.79
001316,润贝航科,195,34.22
001318,阳光乳业,165,13.52
001319,铭科精技,205,24.88
001324,长青科技,30,19.92
001322,箭牌家居,30,8.26
001323,慕思股份,85,26.85
001326,联域股份,245,50.86
001335,信凯科技,150,53.35
001328,登康口腔,85,35.18
001330,博纳影业,55,6.87
001332,锡装股份,215,52.18
001337,四川黄金,215,26.48
001338,永顺泰,250,12.67
001333,光华股份,175,24.77
001331,胜通能源,250,13.23
001336,楚环科技,220,25.95
001339,智微智能,250,53.13
001356,富岭股份,170,14.25
001358,兴欣新材,245,26.14
001366,播恩集团,250,13.93
001367,海森药业,245,23.99
001360,南矿集团,165,16.15
001373,翔腾新材,40,32.21
001368,通达创智,155,25.79
001382,新亚电缆,250,20.63
001378,德冠新材,235,24.85
001376,百通能源,240,12.55
001379,腾达科技,120,21.37
001380,华纬科技,240,23.28
001391,国货航,160,5.94
001389,广合科技,220,80.19
001390,古麒绒材,90,24.7
001387,雪祺电气,200,13.93
001395,亚联机械,115,43.71
001400,江顺科技,155,62.02
001696,宗申动力,140,21.64
001872,招商港口,115,19.86
001896,豫能控股,215,5.2
001914,招商积余,65,11.29
001965,招商公路,215,9.89
001979,招商蛇口,35,9.38
002003,伟星股份,230,10.17
002001,新 和 成,215,23.83
002004,华邦健康,215,4.88
002007,华兰生物,240,15.25
002006,精工科技,220,17.87
002008,大族激光,125,36.62
002009,天奇股份,95,16.22
002010,传化智联,155,5.7
002016,世荣兆业,145,5.77
002014,永新股份,250,11.3
002015,协鑫能科,245,9.79
002013,中航机电,200,11.29
002012,凯恩股份,200,6.24
002011,盾安环境,50,13.0
002019,亿帆医药,50,12.11
002023,海特高新,250,11.81
002020,京新药业,185,18.14
002021,中捷资源,155,2.66
002025,航天电器,145,44.46
002022,科华生物,40,5.96
002026,山东威达,240,14.93
002028,思源电气,230,207.61
002027,分众传媒,250,7.42
002029,七 匹 狼,245,10.59
002031,巨轮智能,215,7.74
002032,苏 泊 尔,50,43.99
002030,达安基因,35,6.39
002034,旺能环境,205,17.02
002033,丽江股份,60,9.06
002035,华帝股份,55,6.15
002038,双鹭药业,30,7.85
002037,保利联合,250,9.74
002039,黔源电力,140,17.89
002036,联创电子,235,9.94
002040,南 京 港,215,10.13
002041,登海种业,115,9.41
002043,兔 宝 宝,245,13.2
002042,华孚时尚,120,4.43
002044,美年健康,165,5.39
002045,国光电器,105,13.89
002046,国机精工,245,45.99
002049,紫光国微,240,74.67
002050,三花智控,230,44.55
002048,宁波华翔,250,27.5
002053,云南能投,35,11.9
002051,中工国际,220,8.56
002052,同洲电子,200,12.65
002057,中钢天源,190,10.31
002054,德美化工,205,8.49
002059,云南旅游,60,5.09
002061,浙江交科,85,4.02
002056,横店东磁,240,19.09
002060,广东建工,35,3.84
002062,宏润建设,190,8.94
002063,远光软件,30,6.67
002065,东华软件,205,10.1
002067,景兴纸业,230,5.46
002064,华峰化学,235,9.31
002066,瑞泰科技,180,19.28
002069,獐子岛,195,3.8
002068,黑猫股份,220,8.85
002072,凯瑞德,250,7.33
002075,沙钢股份,240,5.56
002073,软控股份,115,8.18
002074,国轩高科,240,36.91
002077,大港股份,130,15.8
002079,苏州固锝,125,9.47
002078,太阳纸业,50,15.12
002083,孚日股份,250,11.84
002080,中材科技,240,32.6
002082,万邦德,250,16.66
002081,金 螳 螂,165,3.36
002085,万丰奥威,70,15.87
002086,东方海洋,30,2.26
002084,海鸥住工,200,3.96
002088,鲁阳节能,35,11.63
002090,金智科技,195,11.89
002091,江苏国泰,225,9.02
002093,国脉科技,240,11.5
002095,生 意 宝,205,18.1
002092,中泰化学,190,4.68
002094,青岛金王,210,7.06
002096,易普力,225,13.33
002098,浔兴股份,240,8.83
002100,天康生物,240,7.37
002097,山河智能,215,10.02
002099,海翔药业,200,6.35
002102,能特科技,200,3.54
002103,广博股份,250,9.75
002101,广东鸿图,70,12.33
002105,信隆健康,175,7.27
002106,莱宝高科,45,11.12
002109,兴化股份,30,3.76
002108,沧州明珠,170,4.9
002104,恒宝股份,225,17.86
002107,沃华医药,170,6.15
002110,三钢闽光,250,4.39
002111,威海广泰,135,9.86
002112,三变科技,215,12.84
002116,中国海诚,30,10.41
002115,三维通信,235,12.16
002117,东港股份,185,11.71
002119,康强电子,240,16.29
002123,梦网科技,165,9.91
002120,韵达股份,40,6.86
002121,科陆电子,135,7.57
002127,南极电商,200,2.79
002125,湘潭电化,250,14.12
002126,银轮股份,220,32.82
002124,天邦食品,220,2.71
002128,电投能源,105,26.35
002129,TCL中环,65,8.74
002130,沃尔核材,220,26.81
002133,广宇集团,165,3.44
002132,恒星科技,235,3.84
002131,利欧股份,190,4.98
002134,天津普林,250,20.02
002135,东南网架,155,4.58
002136,安 纳 达,245,12.59
002137,实益达,235,9.06
002138,顺络电子,250,34.01
002139,拓邦股份,75,12.86
002142,宁波银行,225,27.99
002141,贤丰控股,200,3.7
002140,东华科技,230,12.39
002144,宏达高科,180,13.55
002146,荣盛发展,60,1.64
002145,钛能化学,205,4.92
002148,北纬科技,230,8.75
002149,西部材料,250,17.36
002150,正泰电源,185,20.26
002154,报 喜 鸟,35,3.87
002151,北斗星通,210,29.98
002155,湖南黄金,240,21.03
002156,通富微电,250,37.36
002153,石基信息,190,9.88
002152,广电运通,175,12.6
002159,三特索道,50,15.78
002158,汉钟精机,145,24.31
002157,正邦科技,55,3.15
002160,常铝股份,240,5.09
002161,远 望 谷,245,7.25
002163,海南发展,235,12.6
002162,悦心健康,145,4.72
002164,宁波东力,130,12.72
002165,红 宝 丽,200,7.73
002166,莱茵生物,50,8.89
002170,芭田股份,225,12.87
002167,东方锆业,205,13.03
002169,智光电气,170,7.59
002171,楚江新材,250,11.75
002172,澳洋健康,230,4.26
002174,游族网络,115,11.77
002173,创新医疗,245,21.41
002175,东方智造,245,4.36
002176,江特电机,250,10.03
002177,御银股份,245,7.13
002179,中航光电,30,34.97
002178,延华智能,250,6.57
002183,怡 亚 通,250,5.07
002181,粤 传 媒,160,8.37
002184,海得控制,110,13.07
002182,宝武镁业,235,13.68
002185,华天科技,170,11.01
002186,全 聚 德,160,11.87
002188,中天服务,245,6.24
002187,广百股份,180,6.36
002189,中光学,195,22.72
002180,奔图科技,35,18.46
002190,成飞集成,195,35.97
002191,劲嘉股份,70,3.91
002192,融捷股份,115,54.42
002193,如意集团,90,5.95
002194,武汉凡谷,235,12.11
002195,岩山科技,175,6.85
002198,嘉应制药,35,7.33
002196,方正电机,250,14.3
002197,证通电子,185,9.44
002202,金风科技,230,14.8
002201,九鼎新材,160,7.99
002203,海亮股份,170,11.9
002205,国统股份,175,13.78
002204,大连重工,235,7.09
002206,海 利 得,220,6.14
002209,达 意 隆,240,15.14
002210,飞马国际,170,2.54
002208,合肥城建,245,12.37
002207,准油股份,190,8.08
002213,大为股份,175,27.98
002212,天融信,150,9.12
002216,三全食品,80,11.4
002217,合力泰,185,3.03
002219,新里程,115,2.32
002218,拓日新能,160,4.22
002215,诺 普 信,240,10.35
002221,东华能源,40,8.22
002224,三 力 士,35,4.4
002223,鱼跃医疗,30,35.53
002222,福晶科技,195,69.52
002226,江南化工,250,6.14
002225,濮耐股份,250,5.75
002229,鸿博股份,50,16.39
002228,合兴包装,230,4.45
002230,科大讯飞,225,48.75
002232,启明信息,195,18.85
002236,大华股份,55,18.99
002234,民和股份,30,8.98
002233,塔牌集团,250,8.98
002237,恒邦股份,185,12.91
002238,天威视讯,50,8.41
002235,安妮股份,165,7.31
002240,盛新锂能,245,39.07
002239,奥特佳,120,3.02
002241,歌尔股份,150,29.25
002244,滨江集团,250,10.1
002242,九阳股份,60,10.38
002243,力合科创,230,9.08
002245,蔚蓝锂芯,235,17.89
002246,北化股份,250,19.84
002248,华东数控,200,11.81
002247,聚力文化,240,2.83
002250,联化科技,190,11.9
002251,步步高,230,5.2
002249,大洋电机,250,10.72
002252,上海莱士,30,6.29
002255,海陆重工,250,12.36
002254,泰和新材,55,10.01
002259,升达林业,215,3.79
002256,兆新股份,170,3.71
002258,利尔化学,210,12.94
002263,大东南,245,3.44
002262,恩华药业,125,24.17
002261,拓维信息,220,33.96
002264,新 华 都,235,8.22
002265,建设工业,175,26.88
002267,陕天然气,185,7.97
002266,浙富控股,205,4.14
002269,美邦服饰,140,1.92
002268,电科网安,30,17.2
002270,华明装备,145,27.09
002271,东方雨虹,60,12.82
002272,川润股份,190,14.04
002274,华昌化工,30,6.3
002275,桂林三金,190,14.43
002273,水晶光电,140,24.04
002277,友阿股份,165,7.06
002276,万马股份,250,16.68
002281,光迅科技,245,69.86
002285,世联行,165,2.83
002279,久其软件,235,8.15
002278,神开股份,225,11.19
002283,天润工业,195,6.29
002282,博深股份,205,7.59
002284,亚太股份,215,13.77
002286,保龄宝,245,9.82
002287,奇正藏药,200,24.18
002291,遥望科技,105,6.34
002290,禾盛新材,175,38.55
002292,奥飞娱乐,210,8.77
002293,罗莱生活,230,9.84
002294,信立泰,205,55.83
002295,精艺股份,210,12.29
002296,辉煌科技,245,11.19
002298,中电鑫龙,160,10.4
002297,博云新材,200,8.98
002300,太阳电缆,250,9.47
002302,西部建设,65,6.1
002301,齐心集团,250,6.87
002303,美盈森,190,4.12
002299,圣农发展,240,16.6
002304,洋河股份,240,61.86
002307,北新路桥,160,5.04
002311,海大集团,245,52.72
002309,中利集团,175,2.98
002310,东方新能,235,2.37
002312,川发龙蟒,160,11.33
002314,南山控股,120,2.88
002315,焦点科技,250,32.42
002316,亚联发展,250,5.21
002317,众生药业,160,18.95
002313,日海智能,210,8.62
002318,久立特材,155,24.62
002321,华英农业,200,2.38
002319,乐通股份,35,12.28
002320,海峡股份,205,10.55
002322,理工能科,115,12.57
002324,普利特,250,12.37
002323,雅博股份,135,1.66
002327,富安娜,80,6.69
002326,永太科技,180,24.65
002330,得利斯,85,5.07
002328,新朋股份,230,6.53
002329,皇氏集团,30,3.86
002331,皖通科技,30,8.64
002332,仙琚制药,140,9.07
002334,英威腾,190,9.0
002333,罗普斯金,220,5.43
002337,赛象科技,180,6.14
002335,科华数据,160,61.12
002338,奥普光电,240,50.66
002339,积成电子,215,10.36
002340,格林美,245,7.36
002343,慈文传媒,215,7.49
002344,海宁皮城,230,4.94
002342,巨力索具,125,6.94
002345,潮宏基,245,12.67
002347,泰尔股份,235,7.16
002346,柘中股份,170,17.7
002348,高乐股份,225,5.96
002351,漫步者,240,12.24
002350,北京科锐,240,8.08
002349,精华制药,30,7.64
002352,顺丰控股,230,37.54
002353,杰瑞股份,250,49.72
002355,兴民智通,225,6.05
002354,天娱数科,250,5.64
002356,赫美集团,200,3.47
002358,森源电气,240,5.6
002360,同德化工,30,5.19
002362,汉王科技,100,22.16
002357,富临运业,160,9.92
002363,隆基机械,195,9.05
002365,永安药业,175,14.85
002361,神剑股份,205,6.27
002364,中恒电气,205,23.21
002366,融发核电,230,7.21
002368,太极股份,105,24.26
002367,康力电梯,155,7.96
002371,北方华创,235,472.5
002369,卓翼科技,210,8.63
002370,亚太药业,245,7.12
002372,伟星新材,45,10.37
002373,千方科技,145,10.67
002374,中锐股份,90,3.45
002376,新北洋,175,7.84
002375,亚厦股份,35,4.11
002378,章源钨业,240,12.05
002377,国创高新,250,2.9
002380,科远智慧,230,26.58
002381,双箭股份,35,7.11
002379,宏桥控股,140,29.61
002383,合众思壮,230,9.35
002382,蓝帆医疗,100,5.54
002384,东山精密,235,73.62
002385,大北农,240,4.02
002386,天原股份,175,5.44
002389,航天彩虹,230,21.72
002387,维信诺,115,8.82
002391,长青股份,160,6.19
002390,信邦制药,95,3.33
002388,新亚制程,110,6.02
002394,联发股份,190,13.6
002392,北京利尔,210,7.58
002395,双象股份,245,17.64
002396,星网锐捷,245,29.06
002397,梦洁股份,235,4.0
002398,垒知集团,220,5.82
002393,力生制药,245,21.59
002401,中远海科,140,15.55
002402,和而泰,200,38.8
002399,海普瑞,245,12.34
002400,省广集团,100,8.62
002404,嘉欣丝绸,245,6.89
002406,远东传动,240,8.04
002403,爱仕达,250,12.86
002405,四维图新,170,8.94
002408,齐翔腾达,70,4.83
002407,多氟多,215,28.58
002409,雅克科技,240,89.87
002412,汉森制药,40,6.7
002413,雷科防务,165,5.43
002410,广联达,80,12.68
002415,海康威视,35,30.29
002414,高德红外,240,12.84
002416,爱施德,80,11.85
002418,康盛股份,200,4.7
002419,天虹股份,40,5.73
002420,毅昌科技,240,7.68
002421,达实智能,245,2.94
002422,科伦药业,135,33.91
002423,中粮资本,95,11.89
002425,凯撒文化,185,3.94
002426,胜利精密,245,3.75
002429,兆驰股份,180,6.06
002427,尤夫股份,205,6.42
002430,杭氧股份,240,27.55
002428,云南锗业,245,26.01
002432,九安医疗,230,39.77
002431,棕榈股份,235,2.66
002434,万里扬,205,8.93
002436,兴森科技,225,21.65
002437,誉衡药业,205,3.16
002438,江苏神通,250,16.06
002439,启明星辰,30,15.05
002442,龙星科技,245,6.3
002441,众业达,210,10.01
002443,金洲管道,160,7.97
002444,巨星科技,225,30.26
002445,中南文化,235,2.57
002440,闰土股份,250,7.62
002446,盛路通信,100,8.89
002448,中原内配,210,12.79
002449,国星光电,240,8.82
002451,摩恩电气,225,10.21
002452,长高电新,250,8.02
002454,松芝股份,225,8.76
002453,华软科技,110,6.25
002457,青龙管业,245,10.99
002455,百川股份,35,7.08
002458,益生股份,30,9.11
002456,欧菲光,245,10.57
002459,晶澳科技,60,11.76
002461,珠江啤酒,240,9.48
002460,赣锋锂业,145,62.35
002462,嘉事堂,150,15.34
002463,沪电股份,180,71.16
002465,海格通信,150,11.7
002466,天齐锂业,245,53.33
002467,二六三,245,6.39
002468,申通快递,245,14.22
002470,金正大,185,1.78
002469,三维化学,240,8.33
002472,双环传动,230,38.85
002474,榕基软件,240,7.72
002475,立讯精密,235,57.16
002471,中超控股,240,9.08
002479,富春环保,190,5.36
002476,宝莫股份,180,6.01
002478,常宝股份,100,8.26
002481,双塔食品,250,5.1
002480,新筑股份,160,6.29
002486,嘉麟杰,165,3.08
002483,润邦股份,235,6.96
002482,广田集团,35,1.69
002484,江海股份,230,29.81
002487,大金重工,235,45.31
002489,浙江永强,225,3.78
002488,金固股份,105,11.51
002491,通鼎互联,215,5.17
002490,山东墨龙,150,6.38
002493,荣盛石化,195,9.58
002492,恒基达鑫,155,7.66
002497,雅化集团,130,22.98
002495,佳隆股份,210,2.68
002494,华斯股份,180,5.46
002498,汉缆股份,220,3.69
002501,利源股份,205,1.94
002500,山西证券,135,6.07
002506,协鑫集成,115,2.52
002505,鹏都农牧,250,1.31
002508,老板电器,30,19.47
002507,涪陵榨菜,30,12.85
002510,天汽模,160,7.06
002513,蓝丰生化,200,7.07
002511,中顺洁柔,235,8.31
002514,宝馨科技,105,6.13
002516,旷达科技,220,6.16
002515,金字火腿,230,6.21
002517,恺英网络,180,22.01
002519,银河电子,145,4.59
002521,齐峰新材,120,8.54
002520,日发精机,210,6.02
002518,科士达,245,44.14
002522,浙江众成,170,6.06
002523,天桥起重,190,4.34
002526,山东矿机,240,3.84
002524,光正眼科,35,4.65
002527,新时达,120,16.51
002530,金财互联,210,9.73
002531,天顺风能,50,6.92
002532,天山铝业,120,17.82
002534,西子洁能,190,16.41
002535,林州重机,125,3.94
002533,金杯电工,250,12.98
002536,飞龙股份,220,22.22
002540,亚太科技,240,6.8
002537,海联金汇,245,8.92
002541,鸿路钢构,40,16.18
002539,云图控股,145,11.92
002543,万和电气,250,10.16
002544,普天科技,95,25.47
002547,春兴精工,250,4.67
002545,东方铁塔,200,16.83
002546,新联电子,175,8.96
002548,金新农,250,5.47
002549,凯美特气,105,20.96
002551,尚荣医疗,140,3.85
002553,南方精工,195,27.05
002550,千红制药,110,7.81
002552,宝鼎科技,220,16.86
002554,惠博普,185,3.64
002556,辉隆股份,250,6.04
002555,三七互娱,195,22.39
002558,巨人网络,170,35.59
002557,洽洽食品,245,21.91
002559,亚威股份,45,10.31
002560,通达股份,195,8.37
002562,兄弟科技,240,6.76
002561,徐家汇,50,8.75
002563,森马服饰,45,5.42
002564,天沃科技,245,7.51
002566,益盛药业,90,8.1
002565,顺灏股份,210,7.09
002567,唐人神,250,4.41
002571,德力股份,140,12.09
002568,百润股份,235,17.07
002570,贝因美,170,6.15
002575,群兴玩具,105,6.25
002574,明牌珠宝,250,5.6
002573,清新环境,30,3.79
002572,索菲亚,40,13.62
002577,雷柏科技,185,18.07
002576,通达动力,245,18.23
002578,闽发铝业,120,4.43
002582,好想你,235,9.91
002583,海能达,245,10.87
002580,圣阳股份,190,12.19
002579,中京电子,240,11.62
002585,双星新材,180,6.71
002584,西陇科学,160,8.64
002590,万安科技,55,13.91
002587,奥拓电子,30,6.45
002589,瑞康医药,235,3.29
002588,史丹利,250,9.69
002591,恒大高新,185,6.79
002595,豪迈科技,210,82.79
002593,日上集团,235,5.88
002594,比亚迪,120,94.77
002597,金禾实业,215,20.67
002596,海南瑞泽,220,4.46
002600,领益智造,245,14.91
002599,盛通股份,245,8.06
002602,世纪华通,160,16.77
002601,龙佰集团,50,17.48
002605,姚记科技,245,25.35
002606,大连电瓷,215,8.81
002603,以岭药业,245,17.66
002607,中公教育,60,2.72
002609,捷顺科技,125,9.16
002608,江苏国信,65,7.76
002611,东方精工,250,17.9
002612,朗姿股份,55,20.5
002614,奥佳华,30,7.07
002613,北玻股份,30,3.74
002615,哈尔斯,245,7.69
002616,长青集团,230,5.76
002617,露笑科技,250,8.74
002622,皓宸医疗,220,3.05
002626,金达威,200,18.64
002624,完美世界,220,17.42
002625,光启技术,230,46.45
002623,亚玛顿,230,18.51
002628,成都路桥,130,4.11
002627,三峡旅游,190,6.11
002629,仁智股份,130,6.65
002631,德尔未来,185,5.87
002632,道明光学,235,12.18
002633,申科股份,210,16.59
002634,棒杰股份,230,5.73
002635,安洁科技,65,13.84
002638,勤上股份,220,3.04
002637,赞宇科技,235,10.25
002636,金安国纪,225,15.79
002639,雪人集团,135,19.47
002643,万润股份,250,16.76
002641,公元股份,30,4.33
002642,荣联科技,225,8.56
002640,跨境通,195,3.47
002647,仁东控股,245,6.71
002646,天佑德酒,30,8.84
002644,佛慈制药,215,8.98
002645,华宏科技,250,14.58
002648,卫星化学,105,16.62
002651,利君股份,250,10.93
002649,博彦科技,205,13.33
002652,扬子新材,225,3.93
002653,海思科,230,50.35
002654,万润科技,35,14.32
002659,凯文教育,240,5.09
002657,中科金财,185,27.55
002655,共达电声,250,12.71
002658,雪迪龙,155,8.56
002661,克明食品,190,9.45
002660,茂硕电源,60,9.36
002663,普邦股份,250,2.34
002662,峰璟股份,245,3.97
002666,德联集团,235,5.41
002664,信质集团,190,22.71
002667,威领股份,165,13.58
002668,TCL智家,70,10.04
002670,国盛证券,245,16.28
002669,康达新材,250,13.95
002672,东江环保,110,4.9
002671,龙泉股份,105,5.23
002673,西部证券,90,7.9
002674,兴业科技,45,13.9
002675,东诚药业,30,13.28
002678,珠江钢琴,160,5.17
002676,顺威股份,240,7.94
002679,福建金森,200,11.81
002681,奋达科技,250,6.66
002677,浙江美大,45,7.62
002682,龙洲股份,75,5.99
002683,广东宏大,215,39.55
002690,美亚光电,195,20.25
002685,华东重机,230,7.57
002686,亿利达,230,6.64
002687,乔治白,45,4.94
002688,金河生物,205,6.16
002694,顾地科技,40,3.71
002691,冀凯股份,165,8.61
002692,远程股份,190,5.65
002697,红旗连锁,240,5.65
002695,煌上煌,190,11.81
002696,百洋股份,125,7.06
002698,博实股份,50,16.16
002700,万憬能源,180,6.97
002705,新宝股份,110,14.14
002701,奥瑞金,250,5.37
002702,海欣食品,245,5.58
002703,浙江世宝,175,11.95
002706,良信股份,250,9.89
002708,光洋股份,200,13.67
002707,众信旅游,240,6.95
002712,思美传媒,190,5.28
002709,天赐材料,250,43.46
002714,牧原股份,55,49.68
002718,友邦吊顶,140,28.57
002716,湖南白银,250,6.19
002719,麦趣尔,185,9.22
002715,登云股份,235,17.09
002723,小崧股份,250,8.84
002722,物产金轮,195,16.13
002724,海洋王,85,7.03
002721,金一文化,180,3.34
002726,龙大美食,160,4.19
002725,跃岭股份,250,15.22
002728,特一药业,100,10.98
